ENTREZID	SYMBOL	length	sample1	sample2	sample3
1810	DR1	12875	1500	349	1679
1811	SLC26A3	4530	10	45	9
1814	DRD3	2650	3	4	4
1819	DRG2	17583	419	139	584
182	JAG1	11131	25	14	15
1820	ARID3A	8824	34	16	72
1821	DRP2	13156	4	3	18
1822	ATN1	6550	44	15	36
1823	DSC1	4271	15	55	8
1824	DSC2	14712	12	99	15
1825	DSC3	11752	11	10	4
1826	DSCAM	10319	10	36	12
1827	RCAN1	8942	344	40	490
1828	DSG1	6623	4	18	7
1829	DSG2	6434	20	30	18
1830	DSG3	5525	6	11	1
1831	TSC22D3	11266	46	1997	160
1832	DSP	15268	8	33	9
1834	DSPP	7541	6	15	5
1836	SLC26A2	9268	164	132	208
1837	DTNA	24447	15	35	10
1838	DTNB	12249	82	80	122
1839	HBEGF	4181	55	16	183
1840	DTX1	5607	17	26	25
1841	DTYMK	4233	896	42	1174
1842	ECM2	5973	13	14	7
1843	DUSP1	2019	107	1007	343
1844	DUSP2	2461	1721	175	2253
1845	DUSP3	10956	313	43	447
1846	DUSP4	8130	1070	37	1562
1847	DUSP5	3156	368	25	718
1848	DUSP6	7599	273	5	563
1849	DUSP7	6399	55	20	73
1850	DUSP8	25593	5	3	2
1854	DUT	7772	2869	218	3285
1855	DVL1	6992	120	18	81
1856	DVL2	10566	344	101	416
1857	DVL3	9309	346	149	482
1859	DYRK1A	15288	40	53	46
1861	TOR1A	5304	883	160	1121
1869	E2F1	2503	565	10	786
1870	E2F2	5741	108	13	161
1871	E2F3	12634	322	71	409
1874	E2F4	9300	1272	164	1592
1875	E2F5	10035	118	9	89
1876	E2F6	9130	204	34	217
1877	E4F1	11176	181	84	220
1879	EBF1	12149	12	24	8
1880	GPR183	1700	1206	1105	1075
1889	ECE1	11169	1959	359	2456
1890	TYMP	6469	554	72	1536
1891	ECH1	5637	326	277	650
1892	ECHS1	1617	682	114	919
1894	ECT2	10127	585	80	807
1896	EDA	8782	17	12	21
19	ABCA1	11947	36	120	54
1901	S1PR1	4177	1002	747	953
1902	LPAR1	9756	6	31	1
1909	EDNRA	7645	1	13	4
191	AHCY	4922	870	26	1073
1911	PHC1	13154	147	173	150
1912	PHC2	8772	309	157	259
1915	EEF1A1	12873	11827	8598	13372
191585	PLAC4	15597	6	8	8
192111	PGAM5	5219	1243	76	1465
192286	HIGD2A	668	328	126	375
192666	KRT24	1881	3	1	3
192669	AGO3	24269	374	241	377
192670	AGO4	7536	64	225	123
1933	EEF1B2	5099	2021	548	2311
1936	EEF1D	53121	1216	805	1547
193629	LINC00189	2183	3	4	0
1937	EEF1G	7683	3251	1232	4208
1938	EEF2	5010	2954	1173	3419
1939	EIF2D	9999	564	121	960
1942	EFNA1	4384	3	2	5
1946	EFNA5	7357	7	23	4
1947	EFNB1	3314	61	19	98
1948	EFNB2	4461	1	0	3
1950	EGF	11141	22	38	14
1951	CELSR3	17993	139	37	80
1952	CELSR2	16741	1	30	6
1953	MEGF6	8955	2	142	5
1954	MEGF8	17320	16	8	22
1955	MEGF9	6298	69	185	73
1956	EGFR	17436	4	9	2
1958	EGR1	3138	127	0	109
195814	SDR16C5	4659	3	14	1
195828	ZNF367	3646	554	21	808
1959	EGR2	6218	360	0	396
196	AHR	10075	862	284	1351
1960	EGR3	9124	11	0	7
196074	METTL15	9433	212	87	289
1962	EHHADH	6840	25	14	34
196264	MPZL3	6257	1164	79	880
196294	IMMP1L	5094	101	24	114
196383	RILPL2	6141	912	147	1369
196385	DNAH10	33780	9	52	26
196394	AMN1	5029	31	39	39
1964	EIF1AX	4863	1231	95	1943
196403	DTX3	10913	27	27	29
196415	C12orf77	3139	1	16	5
196441	ZFC3H1	17152	302	284	482
196446	MYRFL	5241	5	37	6
196463	PLBD2	6110	121	59	204
196475	RMST	5554	4	32	4
196483	EEF2KMT	6855	274	21	346
1965	EIF2S1	7779	3226	204	4156
196513	DCP1B	6135	80	117	169
196527	ANO6	12077	395	274	565
196528	ARID2	13950	347	180	538
196541	METTL21C	1088	4	10	1
1967	EIF2B1	4580	1115	277	1447
196740	VSTM4	8740	17	16	23
196743	PAOX	4240	25	13	31
196792	FAM24B	2438	25	20	32
1968	EIF2S3	4073	1297	238	1625
196872	LINC00638	2518	9	15	6
196883	ADCY4	16935	3	19	2
196913	LINC01599	6255	113	31	239
196951	FAM227B	9460	17	24	28
196996	GRAMD2A	9212	5	13	2
197003	MGC15885	4175	4	9	9
197021	LCTL	5406	10	6	17
197131	UBR1	12395	556	222	801
197135	PATL2	6806	32	52	74
197187	SNAI3-AS1	3808	6	1	12
197257	LDHD	3900	2	0	4
197258	FUK	11751	46	60	94
197259	MLKL	10986	334	98	450
1973	EIF4A1	15657	69	19	78
197320	ZNF778	18058	135	43	130
197322	ACSF3	11760	179	68	245
197335	WDR90	20527	196	17	278
197342	EME2	11362	28	17	27
197358	NLRC3	11543	178	520	321
197370	NSMCE1	6024	418	178	496
1974	EIF4A2	19643	1127	719	1718
197407	ZNF48	7482	101	35	131
1975	EIF4B	8765	1932	598	2271
1977	EIF4E	16025	1660	149	1875
1978	EIF4EBP1	1073	588	6	721
1979	EIF4EBP2	7257	921	648	1311
1981	EIF4G1	21796	5031	328	5177
1982	EIF4G2	20847	16260	3277	18165
1983	EIF5	17379	2348	544	2666
1984	EIF5A	5932	3305	277	9958
199	AIF1	16113	107	19	76
1990	CELA1	952	0	6	2
1992	SERPINB1	3585	703	507	1036
199223	TTC21A	16188	9	15	37
1993	ELAVL2	13019	11	30	8
1994	ELAVL1	10579	1610	197	1740
1996	ELAVL4	17126	10	30	2
199692	ZNF627	6584	37	9	60
1997	ELF1	10486	720	747	930
199704	ZNF585A	20953	47	94	85
199713	NLRP7	42284	3	4	6
199745	THAP8	3333	15	4	28
199746	U2AF1L4	12580	55	46	80
199777	ZNF626	11844	96	81	98
199786	FAM129C	3117	2	5	1
1998	ELF2	15973	246	183	276
199857	ALG14	9820	114	49	93
199870	FAM76A	7115	106	79	140
199899	LINC00466	6085	12	40	3
199920	FYB2	5882	4	20	7
199953	TMEM201	9644	298	12	229
199974	CYP4Z1	2360	0	19	7
199990	FAAP20	18415	132	61	206
2	A2M	9155	10	41	18
20	ABCA2	20713	8	82	28
2000	ELF4	10292	284	86	282
200014	CC2D1B	12016	238	94	336
200030	NBPF11	10832	61	138	108
200035	NUDT17	2878	9	8	11
200081	TXLNA	5304	1466	228	2210
2001	ELF5	8423	7	7	10
200150	PLD5	13926	17	37	13
200162	SPAG17	12162	13	50	16
200172	SLFNL1	7195	28	5	31
200185	KRTCAP2	5449	444	224	658
200186	CRTC2	7419	315	153	390
2002	ELK1	4611	464	63	431
200205	IBA57	10673	80	11	124
200232	FAM209A	1577	3	0	2
200298	LINC00528	2160	7	11	3
200312	RNF215	5135	10	5	15
200316	APOBEC3F	4145	118	71	256
200373	CFAP221	11748	16	34	19
2004	ELK3	7314	190	301	434
200403	VWA3B	14824	15	17	11
200407	CREG2	7724	6	28	4
200424	TET3	15579	80	19	78
2005	ELK4	13400	353	216	363
200504	GKN2	1995	6	3	7
200539	ANKRD23	13098	22	36	72
200558	APLF	7108	44	35	70
200576	PIKFYVE	12683	244	285	377
2006	ELN	15457	4	7	3
200634	KRTCAP3	1915	3	5	5
200728	TMEM17	6185	0	4	4
200734	SPRED2	7941	38	10	50
200765	TIGD1	2625	83	67	84
200844	C3orf67	13977	17	22	13
200845	KCTD6	6953	48	48	114
200879	LIPH	5827	3	2	5
200894	ARL13B	8963	96	46	122
200895	DHFR2	11162	102	47	160
2009	EML1	14006	27	9	26
200916	RPL22L1	4563	621	29	737
200933	FBXO45	9231	684	57	802
200942	KLHDC8B	4251	9	0	14
200958	MUC20	51062	3	11	2
200959	GABRR3	6234	9	44	6
2010	EMD	6421	238	33	209
2011	MARK2	13648	298	202	345
201134	CEP112	10630	32	54	28
201158	TVP23C	7141	152	37	235
201161	CENPV	4039	505	27	371
201163	FLCN	13366	73	46	117
201164	PLD6	2560	392	38	478
201176	ARHGAP27	47390	263	227	420
2012	EMP1	12237	31	17	120
201229	LYRM9	5597	10	30	3
201232	SLC16A13	1748	21	8	81
201254	CENPX	5558	472	58	656
201255	LRRC45	5320	113	46	206
201266	SLC39A11	10322	84	31	116
201292	TRIM65	5468	428	104	525
201294	UNC13D	11624	924	470	1386
2013	EMP2	9184	7	38	8
201305	SPNS3	3547	9	11	10
2014	EMP3	3363	971	695	1237
201456	FBXO15	9871	12	23	10
201475	RAB12	2641	24	8	14
2015	ADGRE1	5879	31	32	181
201501	ZBTB7C	9189	3	16	6
201514	ZNF584	7775	162	19	235
201562	HACD2	5333	700	174	921
201595	STT3B	7458	2536	1134	3619
201625	DNAH12	15450	21	74	27
201626	PDE12	8773	926	141	1299
201627	DENND6A	5805	147	128	190
201633	TIGIT	10045	541	315	1043
2017	CTTN	12694	106	2	140
201725	C4orf46	7982	553	28	643
201799	TMEM154	12362	135	214	239
201853	LINC00504	6330	7	15	3
201895	SMIM14	9049	12	79	17
201931	TMEM192	11726	197	59	282
201965	RWDD4	8813	353	81	430
201973	PRIMPOL	6215	192	29	225
202	CRYBG1	13822	576	467	1261
202018	TAPT1	11531	207	116	332
202020	TAPT1-AS1	3504	10	12	5
202051	SPATA24	2998	47	7	53
202052	DNAJC18	7719	186	38	326
2021	ENDOG	1172	68	13	86
202134	FAM153B	11157	12	30	41
202151	RANBP3L	4790	13	8	8
2022	ENG	6309	229	28	265
202243	CCDC125	25275	122	27	153
2023	ENO1	5058	20474	1404	26975
202309	GAPT	5785	5	8	0
202333	CMYA5	16737	14	80	25
202374	STK32A	9761	6	39	7
202559	KHDRBS2	2332	2	13	0
2026	ENO2	9020	889	167	1456
2027	ENO3	7552	34	13	59
202781	PAXIP1-AS1	2256	61	40	89
2028	ENPEP	8628	10	41	10
2029	ENSA	12602	593	173	847
203	AK1	4499	5	19	44
2030	SLC29A1	5704	1386	5	1775
203054	ADCK5	4536	79	31	114
203062	TSNARE1	5457	48	36	61
203068	TUBB	32857	12441	344	16309
203069	R3HCC1	5510	82	78	201
203102	ADAM32	23570	24	43	13
203111	ERICH5	1967	10	1	20
203197	TMEM268	6270	318	70	396
203228	C9orf72	10353	163	121	188
203238	CCDC171	16364	47	50	38
203245	NAIF1	5791	75	29	89
203259	FAM219A	13750	37	15	42
203260	CCDC107	4840	34	38	39
203286	ANKS6	12220	265	57	167
2033	EP300	12720	493	284	541
203328	SUSD3	2763	139	191	249
2034	EPAS1	11470	81	3	280
203414	LINC01560	2491	6	5	16
203427	SLC25A43	5878	67	19	110
203447	NRK	11608	3	15	4
2035	EPB41	13646	540	689	520
203522	INTS6L	8881	280	69	414
203523	ZNF449	5784	19	55	28
203547	VMA21	5433	1504	282	1735
2036	EPB41L1	12866	8	15	2
2037	EPB41L2	24405	359	119	451
2038	EPB42	7808	3	4	6
203859	ANO5	6946	10	34	8
2039	DMTN	10877	14	50	24
204	AK2	11640	3978	310	5708
2040	STOM	4773	739	677	952
2041	EPHA1	6226	10	105	10
2042	EPHA3	7495	14	19	11
204219	CERS3	6252	6	43	11
2043	EPHA4	14852	26	103	33
2044	EPHA5	12864	14	35	11
204474	PDILT	2337	5	6	5
2045	EPHA7	8408	2	33	11
2047	EPHB1	8357	7	17	19
2048	EPHB2	14521	4	3	5
204801	NLRP11	5608	3	14	5
204851	HIPK1	18605	372	235	468
204962	SLC44A5	6493	6	41	7
205	AK4	15938	457	53	740
2050	EPHB4	9465	3	6	2
2051	EPHB6	18838	64	78	51
2052	EPHX1	3652	8	7	2
2053	EPHX2	7793	97	157	58
205327	C2orf69	4762	391	86	539
2054	STX2	5244	286	185	427
2055	CLN8	19938	219	24	236
205564	SENP5	8933	509	100	584
2057	EPOR	8182	22	29	56
205717	USF3	23474	150	118	119
2058	EPRS	6673	2679	391	3515
205860	TRIML2	3740	2	14	6
2059	EPS8	10681	18	38	57
2060	EPS15	8520	787	410	1063
2063	NR2F6	3040	118	0	210
206338	LVRN	15282	5	7	5
206358	SLC36A1	9245	92	34	129
2064	ERBB2	17057	12	5	26
206412	C6orf163	4042	14	25	9
2065	ERBB3	19516	6	20	14
2066	ERBB4	22247	19	84	10
2067	ERCC1	10732	141	88	275
2068	ERCC2	8844	59	31	80
2069	EREG	6420	3	17	5
207	AKT1	23847	1487	338	1346
2070	EYA4	19896	18	34	15
207063	DHRSX	9678	131	33	182
2071	ERCC3	10537	880	178	1249
2072	ERCC4	11634	112	62	152
2073	ERCC5	10805	119	82	156
2074	ERCC6	19105	75	84	61
2077	ERF	6081	44	5	38
2078	ERG	13473	10	17	7
2079	ERH	2336	768	98	841
208	AKT2	27038	212	54	215
2081	ERN1	10243	159	375	329
2086	ERV3-1	4806	33	65	40
2091	FBL	4273	1089	87	1170
2098	ESD	4262	1327	234	1396
2099	ESR1	17133	11	39	16
21	ABCA3	9428	99	45	84
210	ALAD	8691	141	131	230
2100	ESR2	16939	25	24	30
2101	ESRRA	5767	429	29	431
2103	ESRRB	6151	5	17	2
2104	ESRRG	25572	10	81	16
2107	ETF1	9133	2479	150	2733
2108	ETFA	9535	1279	126	1607
2109	ETFB	4782	311	52	397
211	ALAS1	4482	750	49	1075
2110	ETFDH	5939	412	83	497
2113	ETS1	16536	1635	2582	2971
2114	ETS2	4915	330	30	219
2115	ETV1	27986	7	19	7
2117	ETV3	7133	113	48	114
2118	ETV4	7223	17	4	43
2119	ETV5	8140	18	35	19
2120	ETV6	7811	462	132	746
2121	EVC	8171	1	10	14
2122	MECOM	15707	7	34	12
2123	EVI2A	2326	229	123	265
2124	EVI2B	6306	67	387	108
2125	EVPL	15130	1	6	0
213	ALB	7712	6	48	4
2130	EWSR1	18975	4151	820	5898
2131	EXT1	9215	87	37	119
2132	EXT2	10536	524	149	642
2135	EXTL2	8870	135	30	133
2137	EXTL3	20652	237	68	308
2138	EYA1	13203	7	25	8
2139	EYA2	4207	4	10	6
214	ALCAM	12565	844	78	596
2140	EYA3	12798	233	66	472
2145	EZH1	6176	133	228	268
2146	EZH2	7957	1319	77	1832
2149	F2R	4263	106	136	269
215	ABCD1	4795	28	12	7
2150	F2RL1	3521	35	54	64
2151	F2RL2	4816	12	32	17
2152	F3	4828	4	12	4
2153	F5	7554	873	83	3552
2157	F8	12233	61	36	47
216	ALDH1A1	3428	4	20	4
2160	F11	4869	8	20	2
2161	F12	5893	28	0	31
2162	F13A1	5551	5	17	3
2165	F13B	2599	6	14	3
2166	FAAH	4350	27	22	7
2167	FABP4	2462	3	13	4
2168	FABP1	4678	6	20	8
217	ALDH2	10745	17	40	14
2170	FABP3	1493	2	5	2
2171	FABP5	2633	1692	22	1935
2173	FABP7	2939	1	8	0
2175	FANCA	18274	420	12	912
2176	FANCC	11788	210	16	270
2177	FANCD2	11024	778	97	1210
2178	FANCE	2554	162	11	277
2180	ACSL1	13751	673	48	900
2181	ACSL3	10476	854	167	1042
2182	ACSL4	9188	1263	62	1331
2184	FAH	10565	209	16	362
2185	PTK2B	12589	1250	513	1858
2186	BPTF	23156	233	202	233
2187	FANCB	4007	189	30	314
2188	FANCF	4269	190	84	230
2189	FANCG	6398	507	49	744
219	ALDH1B1	3650	631	37	781
2191	FAP	9209	5	34	7
219285	SAMD9L	18814	539	247	1337
219287	AMER2	13252	7	20	2
219293	ATAD3C	4683	26	11	49
2193	FARSA	5822	1740	132	2504
219333	USP12	5495	1242	171	1849
219347	TMEM254-AS1	6472	16	19	15
2194	FASN	12557	177	16	156
219402	MTIF3	4125	165	133	251
219477	OR8J1	2148	4	12	3
2195	FAT1	24863	13	21	13
219537	SMTNL1	2270	25	2	38
219541	MED19	3821	61	51	112
2196	FAT2	17109	4	32	1
219654	ZCCHC24	5473	11	4	4
219670	ENKUR	8070	5	12	7
219681	ARMC3	8923	7	46	6
2197	FAU	3668	1747	394	1959
219736	STOX1	4263	25	34	8
219738	FAM241B	2015	46	14	98
219743	TYSND1	8177	193	94	219
219749	ZNF25	7215	126	53	159
219771	CCNY	9624	380	243	294
219790	RTKN2	9827	95	66	108
219844	HYLS1	5574	87	37	97
219854	TMEM218	13765	120	73	149
219899	TBCEL	14127	166	90	154
2199	FBLN2	6688	0	0	0
219927	MRPL21	4915	457	68	456
219931	TPCN2	7891	72	41	139
219956	OR9Q1	2488	6	13	1
219982	OR5A1	1051	1	5	1
219983	OR4D6	1054	3	2	1
219986	OR4D11	936	1	9	9
219988	PATL1	4512	216	64	226
219990	OOSP2	2175	4	18	2
22	ABCB7	6129	197	75	261
2200	FBN1	19181	26	68	33
220001	VWCE	9219	49	4	23
220002	CYB561A3	24451	572	105	692
220004	PPP1R32	3489	5	8	12
220032	GDPD4	4678	6	16	9
220042	DDIAS	10554	673	23	876
220047	CCDC83	3159	5	14	4
220074	LRTOMT	19246	26	20	50
220081	ERICH6B	3238	4	8	10
2201	FBN2	18042	22	71	16
220107	DLEU7	5505	3	20	8
220134	SKA1	8800	511	5	702
220158	GTSCR1	470	2	12	0
220164	DOK6	9986	17	60	5
2202	EFEMP1	8717	2	5	5
220213	OTUD1	2933	131	123	336
2203	FBP1	2388	0	4	0
220323	OAF	3159	8	0	16
220416	LRRC63	3497	8	22	12
220441	RNF152	10943	4	14	12
220594	USP32P2	9053	16	46	23
2206	MS4A2	5234	12	29	8
2207	FCER1G	1130	12	6	23
220869	CBWD5	28799	346	99	451
220906	WAC-AS1	4870	37	54	28
220929	ZNF438	7950	49	36	60
220963	SLC16A9	6889	12	13	17
220965	FAM13C	16512	5	17	5
220972	8-Mar	23253	76	157	90
220988	HNRNPA3	8473	1235	380	1536
220992	ZNF485	2952	50	20	52
221002	RASGEF1A	8123	1	16	10
221035	REEP3	5357	256	162	490
221037	JMJD1C	11527	379	331	476
221061	FAM171A1	4559	59	95	42
221074	SLC39A12	3745	3	18	3
221078	NSUN6	2622	130	62	135
221079	ARL5B	7196	354	54	426
221120	ALKBH3	5966	216	53	301
221143	EEF1AKMT1	1817	149	14	165
221150	SKA3	4708	755	16	822
221154	MICU2	6425	539	173	742
221178	SPATA13	26807	741	433	1018
221184	CPNE2	11369	41	39	62
221188	ADGRG5	10581	51	34	100
221191	PRSS54	3854	4	7	4
2212	FCGR2A	10913	2	13	6
221223	CES5A	11948	7	21	7
221264	AK9	14007	53	71	53
221294	NT5DC1	7850	227	125	375
2213	FCGR2B	9941	1	3	5
221322	TBC1D32	9033	44	60	99
221336	BEND6	5925	3	25	12
221391	OPN5	6316	10	15	2
221393	ADGRF4	3580	2	32	5
221395	ADGRF5	8261	10	21	13
2214	FCGR3A	9133	5	3	1
221409	SPATS1	5238	9	5	0
221421	RSPH9	2716	6	0	14
221443	OARD1	12745	323	127	423
221458	KIF6	14466	18	42	11
221468	TMEM217	4778	34	17	49
221472	FGD2	18589	13	7	8
221476	PI16	3360	1	100	5
221477	C6orf89	8890	502	272	622
221491	SMIM29	5189	70	62	117
221496	LEMD2	16977	313	132	436
2215	FCGR3B	7288	0	4	1
221545	C6orf136	31859	67	36	88
221656	KDM1B	5035	85	42	103
221692	PHACTR1	8679	9	27	7
2217	FCGRT	11510	22	111	29
221710	SMIM13	5939	200	35	274
221711	SYCP2L	5283	12	32	10
221756	SERPINB9P1	2358	4	8	2
221785	ZSCAN25	20287	222	93	282
221786	FAM200A	4423	87	10	127
2218	FKTN	17073	266	81	361
221806	VWDE	7739	9	17	43
221830	TWISTNB	4369	538	69	717
221895	JAZF1	4973	54	72	42
221908	PPP1R35	3529	127	94	190
221914	GPC2	5466	9	1	8
221927	BRAT1	14462	689	175	906
221935	SDK1	15508	14	10	6
221937	FOXK1	13867	223	82	202
221955	DAGLB	9847	138	50	198
221960	CCZ1B	9774	700	194	936
221981	THSD7A	18318	16	96	12
222008	VSTM2A	9929	6	3	2
222029	DKFZp434L192	4162	6	2	5
222068	TMED4	6187	894	402	1046
222166	MTURN	12817	22	40	22
222194	RSBN1L	11071	133	151	190
2222	FDFT1	16853	1578	285	2103
222223	KIAA1324L	11817	39	97	36
222229	LRWD1	9221	304	47	416
222234	FAM185A	7207	82	35	101
222235	FBXL13	6512	7	12	14
222236	NAPEPLD	19814	76	106	129
222255	ATXN7L1	12892	46	89	84
222256	CDHR3	8804	9	49	15
222389	BEND7	13396	5	7	3
2224	FDPS	9791	1019	104	1656
222484	LNX2	4627	105	46	120
222537	HS3ST5	3901	5	10	7
222545	GPRC6A	4529	5	33	6
222546	RFX6	4500	9	25	4
222553	SLC35F1	5031	1	8	15
222584	FAM83B	3167	4	9	5
222611	ADGRF2	12262	5	13	5
222643	UNC5CL	4487	11	12	12
222658	KCTD20	13398	1360	357	1985
222663	SCUBE3	7356	12	25	16
222826	FAM217A	5464	3	12	1
223	ALDH9A1	4457	519	266	626
2230	FDX1	3206	490	99	470
223082	ZNRF2	4615	81	78	81
223117	SEMA3D	8988	8	44	4
2232	FDXR	10783	51	16	71
2235	FECH	8310	282	124	433
2237	FEN1	3457	2451	29	3356
2239	GPC4	4960	4	12	4
224	ALDH3A2	17439	186	88	326
2241	FER	16225	92	109	130
2242	FES	8767	22	1	69
2244	FGB	4883	8	29	5
2245	FGD1	4275	19	10	26
2246	FGF1	14307	8	30	3
2247	FGF2	16576	39	4	57
225	ABCD2	6238	24	124	28
2250	FGF5	13671	1	9	0
2252	FGF7	11812	4	16	5
2254	FGF9	5324	6	48	9
2257	FGF12	10461	7	31	13
2258	FGF13	24374	4	9	4
2259	FGF14	13212	7	39	2
226	ALDOA	14355	11652	1228	15103
2260	FGFR1	36547	46	52	144
2262	GPC5	4039	11	21	17
2263	FGFR2	20543	5	42	10
2267	FGL1	5595	2	6	5
2268	FGR	6843	4	11	2
2271	FH	2427	968	98	1086
2272	FHIT	7639	40	98	52
2273	FHL1	15843	105	149	204
2274	FHL2	10869	33	14	21
2275	FHL3	2981	119	6	155
22794	CASC3	11388	985	334	1320
22795	NID2	10216	8	18	11
22796	COG2	14030	504	244	684
22798	LAMB4	9218	16	38	22
2280	FKBP1A	6813	699	88	694
22800	RRAS2	8911	450	39	578
22801	ITGA11	12371	6	19	8
22803	XRN2	3437	2044	350	2328
22806	IKZF3	21834	937	645	990
22807	IKZF2	21193	29	137	45
22808	MRAS	13433	4	5	12
22809	ATF5	5047	19	4	32
22818	COPZ1	8039	665	337	1024
22820	COPG1	7096	1904	328	2336
22821	RASA3	5012	176	835	323
22822	PHLDA1	10431	318	31	853
22823	MTF2	12445	452	231	624
22824	HSPA4L	12937	37	58	41
22826	DNAJC8	4635	1032	332	1306
22827	PUF60	9495	1920	316	2617
22828	SCAF8	8183	306	188	326
22832	CEP162	7912	73	58	75
22834	ZNF652	9122	24	117	39
22835	ZFP30	15554	44	47	61
22836	RHOBTB3	13027	59	36	32
22837	COBLL1	34244	11	41	14
22838	RNF44	8208	47	47	50
22839	DLGAP4	16306	57	93	116
22841	RAB11FIP2	11363	116	65	135
22843	PPM1E	6542	12	18	9
22844	FRMPD1	5954	9	13	3
22845	DOLK	2090	152	8	231
22846	VASH1	8704	11	31	16
22847	ZNF507	15947	344	100	422
22848	AAK1	27283	238	297	357
22849	CPEB3	14845	41	25	35
22850	ADNP2	7476	254	75	281
22852	ANKRD26	10473	81	69	90
22853	LMTK2	9139	220	66	250
22854	NTNG1	16426	12	52	22
22856	CHSY1	7755	46	16	98
22858	ICK	10427	91	92	162
22859	ADGRL1	12621	8	10	16
2286	FKBP2	2724	182	74	264
22861	NLRP1	15818	186	898	472
22862	FNDC3A	16148	381	133	581
22863	ATG14	5134	63	94	83
22864	R3HDM2	12545	113	143	186
22866	CNKSR2	10633	99	24	77
22868	FASTKD2	8242	1458	126	1856
22869	ZNF510	6327	60	46	82
2287	FKBP3	2758	489	129	749
22870	PPP6R1	7862	2765	626	3452
22871	NLGN1	16052	4	25	3
22872	SEC31A	17808	1422	586	1720
22873	DZIP1	15265	9	45	8
22874	PLEKHA6	9438	1	5	1
22875	ENPP4	4651	431	91	517
22876	INPP5F	9040	365	90	511
22877	MLXIP	19792	335	239	446
22878	TRAPPC8	13550	547	331	646
22879	MON1B	13879	695	258	981
2288	FKBP4	6151	2824	100	3367
22880	MORC2	7699	296	76	361
22881	ANKRD6	21276	18	32	21
22882	ZHX2	5497	84	161	153
22883	CLSTN1	8268	257	378	351
22884	WDR37	9184	175	189	245
22885	ABLIM3	12453	11	18	40
22887	FOXJ3	11697	638	358	840
22888	UBOX5	5060	81	40	175
22889	KHDC4	9430	145	76	255
2289	FKBP5	13311	2573	621	3168
22890	ZBTB1	8528	399	210	503
22891	ZNF365	9803	12	70	24
22893	BAHD1	11842	78	32	60
22894	DIS3	13883	1186	281	1499
22895	RPH3A	19472	9	30	7
22897	CEP164	17451	60	44	119
22898	DENND3	29267	184	41	398
229	ALDOB	3167	4	11	6
22900	CARD8	28855	600	473	918
22901	ARSG	10985	27	75	68
22902	RUFY3	11913	105	130	110
22903	BTBD3	14754	85	25	43
22904	SBNO2	21144	83	27	112
22905	EPN2	18975	28	10	65
22906	TRAK1	19017	358	129	477
22907	DHX30	11307	1770	282	2603
22908	SACM1L	14366	891	250	1566
22909	FAN1	14111	185	61	387
22911	WDR47	7566	262	126	441
22913	RALY	10298	1073	442	1499
22914	KLRK1	5461	2	3	1
22915	MMRN1	8441	2	18	6
22916	NCBP2	15846	1397	295	1579
22917	ZP1	3616	2	5	0
22919	MAPRE1	2623	1867	273	2299
22920	KIFAP3	6115	171	111	281
22921	MSRB2	2533	34	47	40
22924	MAPRE3	5795	31	7	32
22925	PLA2R1	10264	11	60	14
22926	ATF6	7928	591	187	852
22927	HABP4	4652	146	88	199
22928	SEPHS2	1801	561	103	730
22929	SEPHS1	8192	723	95	775
22930	RAB3GAP1	9041	375	175	491
22931	RAB18	12201	740	240	1033
22932	POMZP3	7682	37	26	40
22933	SIRT2	13407	249	151	392
22934	RPIA	1848	896	90	879
22936	ELL2	9231	1284	47	1809
22937	SCAP	10740	676	214	952
22938	SNW1	4728	864	244	1043
22941	SHANK2	23669	10	27	4
22944	KIN	8100	115	98	225
22948	CCT5	10242	7181	562	8059
22949	PTGR1	5864	12	27	25
22950	SLC4A1AP	7230	384	135	558
22954	TRIM32	8104	130	86	229
22955	SCMH1	7520	281	49	266
22974	TPX2	3605	1706	24	2018
22976	PAXIP1	12080	192	32	199
22978	NT5C2	9117	210	154	372
22979	EFR3B	12281	33	12	30
22980	TCF25	13042	507	262	749
22981	NINL	8256	29	17	26
22982	DIP2C	12390	8	19	9
22984	PDCD11	8399	1106	144	1416
22985	ACIN1	17072	545	128	582
22986	SORCS3	6451	7	30	4
22987	SV2C	12381	7	62	8
22989	MYH15	7935	11	69	13
22990	PCNX1	21111	292	332	349
22992	KDM2A	24795	224	147	288
22993	HMGXB3	9427	783	123	1105
22994	CEP131	6057	76	20	109
22995	CEP152	10761	254	63	478
22996	TTC39A	12068	8	7	3
22997	IGSF9B	6709	37	15	30
22998	LIMCH1	27059	20	107	16
22999	RIMS1	20344	19	69	5
23	ABCF1	44976	938	100	1169
230	ALDOC	4511	126	94	202
23001	WDFY3	19819	31	103	15
23002	DAAM1	14815	73	131	89
23005	MAPKBP1	21190	207	36	284
23007	PLCH1	10552	6	16	4
23008	KLHDC10	7025	56	38	77
23011	RAB21	16935	1041	244	1342
23012	STK38L	9194	417	79	539
23013	SPEN	14477	865	324	1197
23014	FBXO21	13423	452	210	530
23015	GOLGA8A	11160	311	418	512
23016	EXOSC7	5556	490	68	592
23017	FAIM2	7389	1	1	7
23019	CNOT1	18692	3696	802	3680
23020	SNRNP200	14047	3688	988	4720
23022	PALLD	18036	99	38	243
23023	TMCC1	13063	48	46	48
23024	PDZRN3	16118	7	10	7
23025	UNC13A	18858	3	7	8
23026	MYO16	11235	22	39	13
23028	KDM1A	5204	1117	223	1343
23029	RBM34	5198	29	24	61
